test_tweet,actual_label,predicted_label
 misses and also dogs her progressive colleaguenn1  is a cuban immigrant does that make him less than mexican immigrants seems so for the dems dems probably see them less now because they didnt come out for biden,2,1
pls action on #h4eaddelays 1000s of legal h1b immigrant spouses have been waiting and the renewals are not being processed on time leading to job loss  mental and financial stress on applicants families  the uncertainty also leads to depression and disturbs the family atmosphere,2,1
    bye talking about old stuff it is nothing innocent about your fav and the shit she has said about women and always playing the race card for her flops,2,1
   no not at all im trying to point out the unintended consequences of giving the government who enforces the laws the power to decide what is newsnnlook trump took a law intended to protect children from dangerous parents to cage thousands of immigrant children,2,1
that is quite a view of robin lolnnhey western sjw idiots said this is for kids so okay then may actually help boys drop their balls early lol ,1,1
 which bit did you relate to was it the narcissism misogyny the removal of immigrant uteri or just the plane old regressive american nationalism,2,1
 legal immigrant docnurses are working here on work visas while their families r suffering and dying in 150yrs gc backlog many r planning to move 2 other countries give them permanent residency and retain them to fight covid include gcfor them in covid bill,2,1
 the race card is the only thing they can bring,2,2
 theres a lot of nuance to people comparing it to gamergate its not the same origin but there are a lot of people who were involved in gg involved in this it isnt helpful of course when npr frames it like they didn,2,2
   thats what im saying nigger no one takes it as a joke if a guy posts it jokingly sense of humour goes missing then monkey,1,1
   congratulations it makes cuban americans proud resume the immigrant visa process in havana continue with probation for cuban family reunification fees were paid #usembassyhavforthepeople #continuecfrp,2,2
how an immigrant farmworker beat the odds to become a  astronautnnjose hernandez talks about how his mission to outer space began with picking produce on a farmnn,2,1
 you forgot to add then zero dead from covid now 400000 dead from covid then zero immigrant children separated from their parents now 545 immigrant children permanently separated from their parentssomeone add the number of innocent black americans dead,2,1
 on your back where you belong nigger,1,2
 let me fix that for you two african american teenagers charged with murder of an immigrant from pakistan,2,1
 not every immigrant is an illegal immigrant kids arent separated from people who obey the law kids are separated from criminals every day all across the country dcfs anyone,2,1
  #shame that pichai never opened his mouth to talk about plight of #legalimmigrants arent there any legal immigrants working for  stuck in #greencardbacklognn has tied up with anti-immigrant org  for their benefitsnn,2,1
 apparently the line dont care about immigrant living conditions anymore either,2,2
  conflating my original point was it used to mean x you made it y skin color became the whole back half therennwant to call me a nigger sure plenty of white niggers out there given the not racist definition lazy ignorant folk of every sort,1,1
time to be in- lsk altseason will follow #btc    n#omg waves btc ltc bch eth etc zen xlm xrp zec usdt gas xrp eth xlm icx trx xvg strat fil oxt lpt lsk omg dash ethos ven ads adx rsr doge lend ampl mkr uni dai link iota bnb eos omni xrp ,2,2
  good times looking back it may have been before children in cages so i was probably thinking of the texas anti-immigrant law supported by our board members ,2,1
  its not straight out of jim criw stfu with your bs nobody is signing away any election rights yall are stupid and you need to stop using the race card for everything especially when its your side thats the racists,2,2
  thats it throw the race card all they do is race card you you have fallen for it,2,2
my mexican immigrant mom who was a janitor for more than 10 years told me this morning theyre going to make a mess and who do you think is going to have to clean it nni just sent her this video ,2,1
top volume gainers of the past hour top 100 market cap mkr zrx zil are bsv ,2,2
  the uk is one of the most tolerant countries on plant earth the report is factually accurate the failing black families missing father figures gangs etc all valid all uncomfortable truths far easier to play the race card than face hard facts its a shame,2,1
if he identifies as an illegal immigrant she can live for free,2,1
theyre using the dallas convention center to house 3000 illegal immigrant teenagers whats next the houston marriott i personally recommend the beverly wilshire in beverly hills - exquisite concierge service,1,2
  im sorry you feel besieged and i hope your mental health improves do you think words like feminazi might be adding to the toxicity your brain is struggling with would using positive friendly terms like not all about me or i empathise help you thanks for being an ally,1,1
      factually pointing out how race would have changed the situation isnt pulling the race card or lame your attempting to deflect from that fact is lame though,2,2
an incredible win led by the folks at  and so many more to end policing of our immigrant communitiesnnwith wins in just cause law our next steps are to pass #intro1116 and defend los deliveristas unidos in the linked fights for immigrant and labor justice ,2,1
     as he mentioned groups form around issue of the day rise then collapse of infighting and because of antifascist pressures nnthe latant white nationalist and right-wing anti immigrant anti muslim sentiment in canada makes it a hotbed nespecially small town and westernn1,2,1
     that depends on the insurance actually lots began as union and immigrant aid societies that were just risk pools the major difference however is that insurance prices itself to risk while real estate prices itself to something else entirely,2,1
rt  broken english yeah thats what happens when youre an immigrant,1,2
    why did you feel the need to bring the race card up dont you see this makes u the racist not the uk or the rf they moved away but they still want to be part of the rf if they did not they would give up their titles the tell all is about the rf ,2,1
 but still an immigranta second grand british citizen and still arrogant,2,2
despite the trump administrations anti-immigrant rhetoric international students understand the value of a us education says stephen yale-loehr  professor of immigration   by ,2,2
#pitmad #a #wf #hf its 1913 when anna secretly marries charles a greek immigrant 1 yr later diagnosed wtb he abandons her to protect his unborn child instead causing them starvation andruin charles unlikely recovery fuels his fight to reclaim his familybut is it too late,2,2
  are you an immigrant if not then please dont speak on my behalf a grateful immigrant,2,1
  haahaa nice deflection this is the new dindu nuffin blm is innocent race card kids ,1,2
you write an essay in  about adding your immigrant mothers name to the family headstone in rural co galway ireland a childhood friend of hers sees it and sends a photo - only the second image youve ever seen of your mother as a childnmy god what a gift ,2,2
we are proud to join almost 70 organizations from across the country to demand dhs secretary mayorkas end discriminatory ice gang prioritization gang labeling harms communities of color including immigrant and migrant families ,2,2
 what do u mean playing the race card you was blatantly racist kid,2,2
wtf is the matter with man city players are they just so retarded they need to pay for sex good god these guys are as repulsive as the arab terrorist sympathisers that pay them walker mendy foden,1,1
rt  800 year old swedish church attacked with molotov cocktails its situated in an immigrant area ,1,2
courage doesnt always roar sometimes courage is the quiet voice at the end of the day saying i will try again tomorrownn gvt  nn#altseason #bitcoin #cryptocurrency #crypto #defi #hodl #bnb alt dot aave bch link etc bsv xmr mkr comp egld ,2,2
do they not know that calling this gamergate 2 just reinforces that the first one was about driving out elitist assholes instead of misogyny,2,2
rt  illegal immigrant from mexico wanted for raping 2 young girls is killed by texas cop report,2,2
i lived in arizona and was going to the this racist school called marana high school i lived in az for about 6 months and i was in the 10th grade the day i got there all the white ppl hated us i was walking just minding my business and this boy called me a nigger,2,2
rt  worst thing is cav cant even pull race card that nigga is somewhere between white and yellow,2,2
you were fired or demoted bc you didnt do your job but youre playing the race card instead of taking responsibility how about the business who promoted on race bc the govt said to and those qualified were discriminated against and told to tolerate or lose their job reverse racism,2,1
 again with the race cardyoure having a bad day,2,2
 im a20-a30ish you fucking nigger ,1,2
you know that white girl is dying of laughter under that mask lmaoooo dumb nigger,1,2
#asianlivesmatter nsignal boosting the hashtag cause i already see news sources playing down the fact that the recent massage parlor shootings were committed specifically to some of the least respected in society immigrant minorities who could also possibly be sex workers,2,2
rt  its all fun and games saying nigger with your twt friends until it comes out one of them aint black,2,1
 a syrian immigrant using an illegal firearm shoots up a store full of white people and your response is to take more of my rights awaynnfuck off what this nation needs to address is the most dangerous cult in it the democrats we have to cut away the cancer that is your party,1,1
when some butt hurt calls you feminazi for his own lack of biological knowledge and ends up blocking you ,2,1
us house poised to pass immigrant protections for dreamers farm workers ,2,2
life of aapiyaswake upthrow ink on one of their mcd leadersrun a hashtag and play victimcardgo to sleeprepeat,2,2
i just think immigrant voices in animation are more important than everyone getting to wear sweatpants all day i am controversial like that,2,2
thank you majority leader   for standing up for our hardworking taxpaying immigrant brothers and sisters #mdga21 #workingformd #reliefact ,2,2
my whole existence feels like a constant protest and riot dont get political they say but its hard not to when people wear symbols showing they hate me for being me and others i love im a bi demigirl immigrant with a uterus remember rainbows come with storms,2,2
the biden administration is turning to the federal emergency management agency for help managing and caring for record numbers of unaccompanied immigrant children who are streaming into the united states by illegally crossing the border with mexiconn,2,1
ur the blackest gorilla nigger ive ever seenummm sir this is a wendys,1,2
all this woke sjw socialism in the workplace is a conspiracy to make me degender the variable names in my old code,2,2
i wish all notallmen people a very shitty evening,2,2
         voting against the filibuster means voting for the id ban campaign cash dc statehood and illegal immigrant voters #fight4filibuster ,2,1
 tell ppl youre an immigrant without saying youre an immigrant,2,2
what did happen with gamergate is we wound up with a bunch of movement celebrity figures who failed to keep up a useful fight against online hate so there was not a useful popular movement to act as a bulwark against the online aspects of the trump movement,2,2
ahoy 913 mkr 2393900 transfer spotted#defi #mkr,2,2
 mccarthy is an irish name so youre an immigrant too the only difference is the timing ,2,1
get your house nigger ass out of here,1,2
 coincidence i think not nothing he or his cronies do is a coincidence while theyre at it - put those that are arrested in weds seditious revolt in the cages they put the immigrant children in and throw away the key,2,1
hi c a pedo i heard that but never seen any type of n evidence im just guessing cuz he black - white sjw drainer fan,2,1
scottsdale is too bougie for me i feel like one of these white girls are gonna call me a nigger and im gonna have to fight,1,1
a quarter of british kids have an immigrant mum my own included a huge part of the story of modern britain is the story of migrants and refugees olivia sudjics asylum road out next week is a novel for our times reviewed in the new spectator ,2,1
the biden administration is not requiring fbi fingerprint background checks of caregivers at its rapidly expanding network of emergency sites to hold thousands of immigrant teenagers alarming child welfare experts who say the waiver compromises safety ,2,1
first af-am sec def first woman treas sec first lgbtq cabinet member first immigrant running dhs first cabinet with six african americans and today another firstnn,2,2
 did that apply to the kamikaze pilots who truly believed in their country when they were asked to bomb pearl harbor-- german immigrant and us veteran asking for my dead german holocaust relatives,2,1
1927 photo of aandw maloof billiards on pryor street in downtown atlanta it was owned by a lebanese immigrant named gibran maloof whose son manuel would open manuels tavern a couple of miles away which still stands today ,2,2
i always thought #wyoming should entice a big immigrant population i bet a few thousand refugee families could be real useful americans made in wyoming teach em right theyd contribute taxes raise the regional iq just think of all the new restaurants cure that culture,2,1
 was gradual noticed that women were treated very different in media around 2014-2015 and was able to then look back on gamergate shit in a different light got into nrx a little rest is history,2,2
ate some watermelon like the nigger i am just now ,2,2
im the democrat partys worst nightmare—a black immigrant woman who believes in protecting life and liberty—i dont buy into their government dependency lies—i support the american dream im also a hard-charging veteran of the usmc and i am running for office ,2,1
      no proof nracism 70 years queen looked after commonwealth not 1 incident mm sulking throws the race card out there knowings its a hot topic and the far left liberals will take bait nsuicidal again same thing many are suffering in lockdown legit  she aint ncrying kate was,2,1
 wait did u just call me a nigger ,2,2
rt  cartoonish gulp g-g-gamergate,2,2
                 if im not mistaken the vaccine for covid-19 was discovered by turkish immigrant  so accepting immigrants is two sides chance so dont lose your chance and let the diversity visa category pave the way for building an improved world #dvlottery2017-2020   ,2,1
 another brainwashed anc fool creates his own conclusions in his mind which is not relevant plays the race card,2,2
   as an immigrant from a lets say more thought out system of fundingi think thats a great concept and step in the right direction,2,2
  maybe you should do more reading then throwing out the race cardcause you just wanna complain about something,2,2
 174 organizations and businesses urge biden to cancel the immigrant and nonimmigrant visa bans                   ,2,1
   you know race card is a term used only by racists right as soon as you typed it your argument was lost thanks,2,1
people get buying oxt its gunna moon nnbtc eth ltc link bch xlm aave uni eos snx atom xtz mkr comp fil uma dash grt zec etc zrx yfi lrc algo ren omg bat celo knc bal mana loom dot xrp #yearoftheox #chinesenewyear2021 #chinese #china #asia,2,2
well said mr schwarzenegger as the son of an immigrant from germany and a proud american this definitely hits different,2,2
 #savethedate #survivedandpunished ca will launch a new #stopicetransfer and deportation defense campaign next tues 216nncriminalized immigrant and refugee survivors are still subject to ice arrest detention and deportation under new adminnnmore coming soonnn#freethemall,2,2
rt  while people think cunt is worse than nigger,2,2
cheltenham 2021 day 2 full race card and tips - list of runners wednesday - irish mirror seven more races take place at prestbury park this afternoon  ,2,2
they will impose having at least one lgbt person one african immigrant and one muslim on the boards for diversitys saken#intersectionality ,2,1
  it was a wonderful speech i graduated with my masters degree that day and as an immigrant was happy that you were there to make it perfect,2,2
move to cape town everything actually works here for people who are still playing the race card a much better functioning province does exist in sa,2,1
  this time feels different the image is sickening the industry as a whole will want something done some of the stakeholders will be uncomfortable with his name on race cards,2,2
raising prevailing wage rates so that employers cant exploit h-1b visa workers by paying them less than market wages that encourages discrimination against hiring qualified americans is deemed anti-immigrant according to a corporate immigration lawyernnso woke ,2,2
 or free college or debt dismissed some one has to take care of those immigrant crossing the border,2,2
ahoy 2179 mkr 1479600 transfer spotted#defi #mkr,2,2
 what makes it exceptional rule of law entrepreneurship risk taking enterprisesindividuals least value to credentials compared to other countries as someone who lived in us as an immigrant americans have no idea how good theyve it,2,2
  chuck playing the race card again,2,2
free speech bitch i say nigger cancel me i dare you ,2,1
   im sorry but your comments are coming off a little bit racistyou really made up a statistic based off your observations and are reinforcing the bad asian driver stereotype when it has nothing to do with the topic,2,1
  also there are serious issues with immigrant and minority discrimination in the nhs so i would be careful touting how amazing it is to non-white people,2,2
rt  at last someone with courage to tell it as it is clearly he completely ignores the race card ,2,2
   liberals made her color an issue and race card carrying meg no one else did thou must not critisise megan because she is mixed race so no one can not like her because she has person of color privilege dont do hollywood mary a prince or do oprah if you want a quiet life,2,1
  so were sending trumps two illegal immigrant wives home right and their illegal immigrant offspring,1,1
 while i dont agree with the way ivan put his point across i do think there is a disproportionate over reaction to what can be called casual racism by politicians nthey tend to use the race card at every turn to deflect attention from their corrupt selves,2,2
 until these people who pull the race card over nothing begin to suffer the same consequences as those they ruin with their false allegations this will only continue,2,2
    end of the day theres plenty of evidence that backs her claims of bullying and people will still say its just the race card its sad embarrassing and devastating that this country will rather say rip to another royal wife instead of supporting her to get help,2,1
   get the fuck out of our country then yeah are you guys that broke that couldnt even pay taxes using race card and had the audacity to call us anti blacks when we really had share our huge respect and support about blm on the internet,2,2
   the point is you will always been seen as an immigrant if some people had a choice they would send your whole family back so get off your high horse,2,2
anyone else think mms plan is clearngain international fame by marrying hazantrap with childncreate fuss in royal householdnplayup to hazas press paranoia nask to leave hoping to take royal status to usa -failnplay racecard to earn cash and heighten profile for pop at politics,2,2
  ok for vocation but what about immigration #immigrantsareessential #free_copr_after_march18 nimmigration is a vital issue for some they were waiting more than 7 years to get this process done then being banned just as tourist immigrant are not tourist #dontbreakdreams,2,1
 moron house nigger,1,2
   anti individual did you just make that up are you a xenophobe too or just anti-immigrant,2,1
there are actually 2 reasons one is that chinese restaurants were historically the only restaurants open on christmas and the other relates to chinese immigrant societies sponsoring jewish refugees because they both suffered under russian imperialism too bad i guess,2,2
 hes just a simple business man that got a small loan of a million dollars from his dad just to force childimmigrant labor in the guise of charity ,2,1
its 2021 and people still listen to kanye or follow updates hes a nigger ugh please pick better people to stan ,1,2
 alibrandi and saving francesca really spoke to the australian immigrant experience to me ni used to love jellicoe more but i havent reread it in almost 10 years now same with the others,2,2
 im 72yr old white female immigrant to this land and feel so opposed to everything  stands for on the issue of #jan26isinvasionday that i could weep for the contempt he displays for first nation peoples and their ancient culture on this date#alwayswasalwayswillbe,2,2
dot ada xrp xvg bnb ltc link doge bch xlm aave uni wbct #mxr #eos #egld #trx atom exm xmr theta xzt luna mkr snx avax vet comp miota neo sol dai ht sushi busd ftt cro fil uma leo btt cel algo dash dcr grit ,2,2
rancid male professor craig chapman masqueraded as a female immigrant of colour on twitter to make sexist and racist comments ,2,1
  educate yourself nigger,1,2
alejandro mayorkas has been confirmed by the senate to become the secretary of homeland security the first immigrant and latino to lead homeland security,2,2
my poor immigrant mom ,2,2
 julie su is a visionary aapi woman leader and a lifelong champion of workers including immigrant women workers she would transform the department of labor to serve our community - napawf we need to #confirmjulie4dol ,2,1
rt   this nigger on to something,2,2
aave and 500 wow so many defi names up 300-400  in the last month im super bullish on this space but one has to expect a retracement or consolidation soon im gonna bank partial gains on some of these soon aave uni snx sush crv comp mkr ,2,2
good morning    its been 362 days since the government of  placed a travel ban on immigrant visa holders we want exemptions for post march18 immigrant visa holdersn#free_copr_post_march18n#letuslandimmediatelyn#canada_immigrationvisa ,2,1
votes thats all the dems want in return and their happy to screw over every legal immigrant and every american in order to get more votes and win every americans taxes are going to skyrocket very soon trump never did this and never would gave trump put america first,2,1
       how is this different from the delusional aspirations of maganbesides less automatic weapons f150s and less immigrant bashing nf#ck this smoke machineni want results,2,2
    those are two great ones nn are incredible advocates for immigrant workers  organizers keep folks from sitting in jail nn recruit and fund great candidates and  trains and equips  are legion  is thriving,2,1
obama administration delivered illegal immigrant children to predators lawmakers say - washington times n#obamagate #n,2,2
 it was a thing in 201415 when sjw interviews started trending as cringe content and every meme of sunch sorts was unfunny as hell,2,2
 where does the race card come into it ,2,2
for reference according to the academic the yolngu familys interests a list that has again erased the reason for the blm protests do not easily align with the struggles of a sudanese immigrant facing sickening racism these forced erasures are weird given their research,2,2
whenever parents use the you better be glad i feed clothe house you bc i could not bit it reminds me of cismen who tell women they should be glad they didnt assault or white ppl who tell black ppl to be glad they didnt get called a niggernnlol your measure of decent sucks,1,1
 i had a raging sjw phase where i cudnt let myself be happy n breathe for 2 seconds without feeling like i was failing da cause despite being a literal 15yo with no political pull whatsoever alot of ppl r still in this phase now n i feel bad for them and_andlt,2,2
what the fuck type of bs bitch this nigger married to,2,1
 i recon yall can quit word playing and play the race card some morenwhen the same thing happened i recon it was ok to burn peoples home and businesses crickets out of yall now,2,1
 all illegal immigrant,2,2
 agree and100 this dl renewal pain is another reason why  and  administration should consider granting regular dl to any immigrant staying legally for more than 10 years and no criminal records we would have been citizens if from any other country but india,2,1
  did hogwarts lay-off its owls and got immigrant birdsbecause that looks like an indian mynah bird ,2,2
 problem is racing is that corrupt that even if license is taking away you know hell still be down there running things just wont have his name next to horses in racecard and so on,2,2
for years immigrant youth tps holders and #farmworkers have been moving this country forward on the front lines we urge the  to act swiftly to establish citizenship for these communities by march 12th #farmworkforcemodernizationact #wearehome ,2,2
illegal immigrant from mexico wanted for raping 2 young girls is killed by texas cop report news,2,1
rt  the immigrant family with an american dream ,2,2
 youre going to have to define white nationalist im a white immigrant i chose to be here and earn citizenship because i love the country and people i believe in it and americans and where i come from that makes me a nationalist are you talking about me and people like me,2,2
breakingmumbai police arrest illegal bangladeshi immigrant working for bjp,2,2
god reminds us that how we treat the poor how we treat the immigrant neighbor is how we honor and worship god so in this season who do we worship what do we honor what will we donn,2,2
rt  any type of micro aggression i get from white people im bout to reply with did you just call me a nigger,1,1
i had a lot of fun with this book as a recent immigrant to bachelor nation i started watching as a mindless activity when i was sick but now im fully invested this book felt similar to me,2,2
    theres that imaginary race card that racists invented in an effort to silence voices against racism go somewhere and sit tf down,2,1
eh  get your father to hire  to represent him it will be a reunion of the birthers and she is an immigrant from moldavayour father loves strange weird types from east europe,2,1
              noting that ice often pays localities substantially higher rates for jailing migrants than for other inmates omar wrote that such a financial incentive has fueled the expansion of immigrant detention throughout the country brett wilkins 2,2,1
 were still playing the race card again there has been all kinds of hate crime that hasnt been paid attention to like the jews in newyork 900as oppose to 95 from chicago to new york form asianeveryone outside this country is looking at us like idiots including the chinese,2,1
  its simplethe status of ever single other racial ethnic racial immigrant that have profited off us at the bottom class for others to eat off of changes our finally getting justice places where we should have always been but for political actions of our government against us,2,2
 republican talking point abortion is wrong life is sacrednunless youre an immigrant child or a kurd or a dc cop in a gop riot or a convicted republican unregistered foreign agent who had michael cohen pay off his mistress so shed have an abortionn,2,1
who in new york is not an immigrant though im really confused,2,2
   terror attacks in europe to justify his anti-immigrant policies still hasnt come up with a healthcare plan still hasnt come up with an infrastructure plan despite repeated infrastructure weeks forced secret service agents to drive him around walter reed while 43,2,1
his anti-immigrant rant was defending tom tancredo against the charge of being racist tom tancredo a guy so racist even the gop basically shunned him ,2,1
in 2 days its stephanies birthday  to make that extra special this year weve decided what steph loves most- giving back weve started a fundraiser to raise money for kind an organization that supports immigrant childrens right nyou too can help  just read below  ,2,1
link to several fundraisers dedicated to helping immigrant and refugee children separated from their parents,2,2
 super-legal lets play the race card next,2,2
 not to mention joe bidens border policieslol biden doesnt care about america getting covid if he did he would protect our borders i think if us citizen dies from covid and its contact traces it to illegal immigrant biden should be charged w murder over his bad border policys,2,1
 megan markel is playing the race card and shes a democrat,2,2
israels supreme court shimon agranat by name who  in contrast to others on the bench  wasnt close to the countrys ruling hegemony nnhe presented himself as a new immigrant from the united states ,2,2
rt  you cant be anti immigrant and want to immigrate like stay your ass at home what ,2,1
its weird when people move to a foreign country and then make that part their rebrand no you arent a bahama mama you are a canadian immigrant,2,1
 if they violate the rules not having visa or passport illegal immigrant its not wrong to say that they deserve that there is a saying di mana bumi dipijak di situ langit dijunjung  where the earth is set there the sky is upheld which mean you should follow the rules -,2,2
 man this kind of bullshit veiled racism is why the gop is a dying party you love immigrant labor as long as it benefits your ability to pay below min wage but you want to crest some false equivalency between the lack of job opportunities unemployment and immigration,2,1
   whered you get i was anti-legal immigrant i actually agree with you that only white people who came here before the year 1950 should be americans and therefore im not racist,2,1
  being a white immigrant or emigrant or ex pat the worse micro aggression is being told you are the right sort of immigrant as a witness to a racist conversation giving out about immigrants of not the right sort i just call myself an economic refugee,2,1
omg i saw a nigger today and i tried touching her hair but she started getting rude,2,2
always us have been friend with the immigrant for long time ago and as known too that us people are warm houses for immigrants all over the worldnwe are #dv2021 and #dv2020 and were faces visa ban #pp10014 our time is running out and we have a dreamn  ,2,1
  im an lgbt immigrant lol i feel ya but if you take the idea bernie put forth that its a revolution to its natural thought process then inevitably hostility and hard times have to be gone through id rather it all get dragged out into the sunlight now,2,1
 are the police also going to patrol the illegal immigrant centers and surrounding parks clubs and pubs,2,2
    i like how the first paragraph is literally a lie where im from theres a relatively large chinese immigrant community and part of my parents job involved helping immigrants with legal issues related to getting drivers licenses or sending money back to china because their,2,2
rt  they bring their abuse with them and are funded by usturn round every illegal immigrant there are 12 million to deal with,1,1
please update the rules for post march 18 2020 copr holders toonwere committed to adding value to the canadian economy and prosperity show mercy to our category of immigrant as we humbly plead       ,2,2
  absolutely now do any democratic voter still believe they care about the blue collar workers when time after time the democrats choose illegal immigrant the elites and themselves,2,2
oh and 1 mo thing as a safety precaution 2 all white people asians hispanics or whoever is not one of us calling a black american nigger can conjure up 400 years of instant rage and result in an ass whoopin or even death on site nnniggas come wcaution stickers read them,1,2
before fox lou dobbs was on cnn for decades where he was selling the same kind of anti-immigrant narative but no one seemed to mind it back then #shortmemory #cnn #foxnews,2,1
 shes clearly a immigrant she is blacker than wesley snipes,2,1
  imagine the head start on networking they would have when job hunting on investment opportunitiesmad then and immigrant has to compete with that,2,2
ahoy 1434 mkr 3694600 transfer spotted#defi #mkr,2,2
my sister keeps calling me an immigrant for absolutely no reason,2,2
one of my beloveds is a trans muslim immigrant fundraising for gender-affirming surgery please donate if you can and share this link widely to help them get the care they need   ,2,1
whatever you can hate not rely on or even get irritated by men but its not feminism and never it is also uh you think feminism says woman and man no bish that should be woman  man those feminists or should i call feminazi just make the true meaning any worse for some ppl,2,1
 high time that the bbcs islam appeasing illegal immigrant supporting blm backing left-wing pro-eu woke anti-government lgbt propagandising covid-19 scaremongering climate change bleating antics usually delivered by talentless overpaid luvvies were stopped for good,2,1
the country which elected a populist anti-immigrant anti-eu govt less than three years ago returns to the center ,2,1
mkr bull flag formation ,2,2
right now congress is investigating what went on in the ga detention center where immigrant women were forced to have hysterectomies but can we all agree on one key pointnnas  argues its way past time to end for-profit prisons #demcast ,2,1
capitalism is competitive based no matter where the immigrant is coming from africa or mexico hes coming to compete with you dont get that aspect twisted and 910 he will out work you and be more grateful for the opportunity because hes coming from usually nothing,2,1
 with countries like canada poaching a lot of the immigrant tech talent due to our archaic and slow immigration system is there a realistic chance to reform our laws or no ,2,1
  i think the mainstream republican does not want to send the illegal immigrant back to mexico  thats not the american way were not going to ship people across the border there has to be some path to citizenshipnn- kayleigh mcenanynn,2,1
hogwarts is actually a wild place malfoy called hermione a mud blood the wizarding equivalent to nigger in front of multiple people and never got expelled scandalous,2,2
   drunkeness is not the only infliction to our society its also drug dealingsnarcotics trafficking sex trafficking immigrant on immigrant crime etcnnmost cant even read or write nor are they christiansnnbtm ln all of you are fools to believe that 100 of them are angels,2,1
  but go aheadkeep putting forward made up conspiracy theories and playing the race card it seems to be all you have,2,2
 ed lavandera born in mexico an immigrant himself now a useful idiot for anti-immigrant pro-ice propaganda,2,1
#nyifup and #ldp provide critical help to our immigrant communities having access to lawyers can be a matter of life and death for immigrants in detention ny must continue to a beacon of hope   and  secure the nys assemblys proposal of 25 million ,2,2
  his clothing brand was called nigger,2,2
    also what is someone was on a spousal visa and their spouse moved out so they lose their spousal visa and are now an illegal immigrant and overstayer with no right to work and no welfare or healthcare entitlements and legally required to return to australia,2,1
called this man a nigger 3 times in front of a full courtfor a frostie do you see what were saying now,2,2
we agree w sen  these old laws are keeping people from participating in the full economic recovery that we know we need right now - just one reason we support undoing harmful 2006 anti-immigrant legislation  #coleg #raiseyourvoice,2,2
 conditioned to assume its because we are black it was so ignorant to see you all claim that we were victimizing ourselvesand claiming that we are pulling the race card this girl also said that we were clowns responding like that aint gonna help anything,2,1
 as a non-racist quebecer i dont need a sand nigger to lecture me on racism,1,1
        im jewish w russian jewish immigrant grandparentsmy great grandma had #s on her arm from a concentration campi served my country and can vote for anyone i wanttoughen up bad people endorse all candidates it doesnt mean that candidate supports them grow the fck up ,2,1
we can all agree that every violent criminal must be brought to justice—thats commonsense its hard to believe loopholes in our immigration system still exist that allow an illegal immigrant charged with heinous crimes to be released into american communities without justice,2,1
in high school they slammed us down tear gassed us brought out helicopters for leading a march for immigrant rights it was 90 latino black and hmongnnto see white adults defy the law with no repercussion breaks my heart i am not surprised but i am hurt and frustrated,2,2
  other than whining cant you use law to stop biden administration the immigration law says clearly that it is illegal to assist illegal immigrant in any manner,2,1
rt immersiveatl the new video from mexican-american rapper  is powerful and affecting—a grim yet inspiring effort from an immigrant son making the most of his opportunity watch here  #atlmusic ,2,2
ahoy 1132 mkr 1781600 transfer spotted#defi #mkr,2,2
rt  mkr will make you money over the next 24hrs or i delete this tweet,2,2
                                                  the race card again when in doubt go to race right this is the second time you are using this crouch he increased his black support by 50 and 20 in the hispanic community again another reason to doubt the result,2,2
  terence k williams nmeghan markle is an actress nshe is using the race card and oprah know its a lienshes mad at the royal family but refusing to expose the names of the racist family membersndo you think shes deserve an oscar n#oprahmeghanharry ,2,1
if u voted for trump u owe every black native poc immigrant jewish muslim or other nonchristian and lgbt person 10 pay up ,2,1
 i bought into mkr when i saw you suggest it a while ago matt i live in australia so bought in at 1900 aud and theyre now floating between 3000 - 3200 aud today stoked dont really see much chatter about it either strangely,2,2
i see creepy dude drive by and look @ me hes 1 of em i got his license plate # asian dudes who have mustaches are suspects thats their wannabe gangster look by the way he look he making an attempt and reluctant in the 1st place,1,2
   because youre asian just pushes the asians cant drive stereotype which is completely false,2,1
there were at least six major drive outs where punjabi migrants were pushed out of town in this period before the us implemented a full on ban on indian and most other asian labor migrants in 1917 many of them involved guns,2,2
i did live in a heavily indiansouth asian neighborhood right after 911 and occasionally shitheads would drive through yelling go back to baghdad or whatever because dastars so yeah the dumbest ever racistssomething like that,1,2
keep getting spam calls from auto insurance companies even though i cant drive which is a great daily reminder of all the ways in which ive failed my race and my gender as the most predictable asian woman ever,2,2
 drive down to the nearest asian market and stock up on tapioca think of the resell,2,2
 lol im picky about my asian cuisines ill drive across town to get the best,2,2
 youre telling me people can drive without using the little seat mover to make the seat go up and forward as far as itll go ,2,2
here are four ways that leaders can act against anti-asian racism and drive positive change ,2,2
  oh that is so messed up my teens are asian and i have been thinking of getting a dash cam for them partly for potential asian hate kids should be able to drive without fear peace to you both,2,2
wuts up buddy sorry i yelled that out yesterday in the car when i was tired after being on the road i still havent tested my shabuki steamer so im gonna drive out to a nam dae mun again at some point to stock up on steam dumplings and other asian goods for the cookbook,2,2
i feel anti-asian bigotry in kansas and its a story with a long american history  via  mixed blood us citizen born raise outside usbullied endlessly at work due to featureaccent neighborsgatherings etcracism is in hard drive explosive stage,2,2
i purposely booked myself for photoshoots so i dont spontaneously drive out there,2,2
asian lady at the drive-through 04,2,2
     its atlanta you dont need to drive that far for a rub and tug him picking 3 asian spots out of the 100s in atl is sus af,2,2
come learn the drive ,2,2
   since you clearly havent seen the clip let me explainjaiden says i cant drive todayschlatt replies with what because youre asianand then jaiden says no because im a womannothing about that is rude in any way its just some harmless banter,2,2
